Symbol,Name,Country,IPO Year,Sector,Industry
BMRA,Biomerica Inc. Common Stock,United States,,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
BMRC,Bank of Marin Bancorp Common Stock,United States,,Finance,Major Banks
BMRN,BioMarin Pharmaceutical Inc. Common Stock,United States,1999,Health Care,Biotechnology: Pharmaceutical Preparations
BMTX,BM Technologies Inc. Common Stock,,2018,Finance,Major Banks
BMY,Bristol-Myers Squibb Company Common Stock,United States,,Health Care,Biotechnology: Pharmaceutical Preparations
BN,Brookfield Corporation Class A Limited Voting Shares,Canada,1925,Real Estate,Building operators
BNED,Barnes & Noble Education Inc Common Stock,United States,2015,Consumer Discretionary,Other Specialty Stores
BNGO,Bionano Genomics Inc. Common Stock,United States,2018,Industrials,Biotechnology: Laboratory Analytical Instruments
BNH,Brookfield Finance Inc. 4.625% Subordinated Notes due October 16 2080,Canada,2020,Real Estate,Building operators
BNIX,Bannix Acquisition Corp. Common Stock,United States,2021,Finance,Blank Checks
BNIXW,Bannix Acquisition Corp. Warrant,United States,2021,Finance,Blank Checks
BNJ,Brookfield Finance Inc. 4.50% Perpetual Subordinated Notes,Canada,2020,Real Estate,Building operators
BNL,Broadstone Net Lease Inc. Common Stock,United States,2020,Real Estate,Real Estate Investment Trusts
BNOX,Bionomics Limited American Depository Shares,United States,2021,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BNR,Burning Rock Biotech Limited American Depositary Shares,China,2020,Health Care,Medical Specialities
BNRE,Brookfield Reinsurance Ltd. Class A Exchangeable Limited Voting Shares,,2021,Finance,Property-Casualty Insurers
BNRG,Brenmiller Energy Ltd Ordinary Shares,Israel,,,
BNS,Bank Nova Scotia Halifax Pfd 3 Ordinary Shares,Canada,,,
BNTC,Benitec Biopharma Inc. Common Stock,United States,2015,Health Care,Biotechnology: Pharmaceutical Preparations
BNTX,BioNTech SE American Depositary Share,Germany,2019,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BNY,BlackRock New York Municipal Income Trust,United States,,Finance,Trusts Except Educational Religious and Charitable
BNZI,Banzai International Inc. Class A Common Stock,United States,2021,,
BNZIW,Banzai International Inc. Warrant,United States,2021,Finance,Blank Checks
BOC,Boston Omaha Corporation Class A Common Stock,United States,2022,Finance,Real Estate
BOCN,Blue Ocean Acquisition Corp Class A Ordinary Shares,United States,2022,Finance,Blank Checks
BODY,The Beachbody Company Inc. Class A Common Stock,United States,2021,Industrials,Industrial Machinery/Components
BOE,Blackrock Enhanced Global Dividend Trust Common Shares of Beneficial Interest,United States,2005,Finance,Trusts Except Educational Religious and Charitable
BOF,BranchOut Food Inc. Common Stock,United States,2023,Consumer Staples,Packaged Foods
BOH,Bank of Hawaii Corporation Common Stock,United States,,Finance,Major Banks
BOH^A,Bank of Hawaii Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of 4.375% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series A,United States,,,
BOKF,BOK Financial Corporation Common Stock,United States,,Finance,Major Banks
BOLT,Bolt Biotherapeutics Inc. Common Stock,United States,2021,Health Care,Biotechnology: Pharmaceutical Preparations
BON,Bon Natural Life Limited Ordinary Shares,China,2021,Health Care, Medicinal Chemicals and Botanical Products 
BOOM,DMC Global Inc. Common Stock,United States,,Industrials,Industrial Specialties
BOOT,Boot Barn Holdings Inc. Common Stock,United States,2014,Consumer Discretionary,Clothing/Shoe/Accessory Stores
BORR,Borr Drilling Limited Common Shares,,2019,Energy,Oil & Gas Production
BOSC,B.O.S. Better Online Solutions Common Stock,Israel,,Telecommunications,Computer Communications Equipment
BOTJ,Bank of the James Financial Group Inc. Common Stock,United States,,Finance,Major Banks
BOWL,Bowlero Corp. Class A Common Stock,United States,2021,Consumer Discretionary,Services-Misc. Amusement & Recreation
BOWN,Bowen Acquisition Corp Ordinary Shares,United States,2023,,
BOWNR,Bowen Acquisition Corp Rights,United States,2023,,
BOX,Box Inc. Class A Common Stock,United States,2015,Technology,Computer Software: Prepackaged Software
BOXL,Boxlight Corporation Class A Common Stock,United States,2017,Real Estate,Other Consumer Services
BP,BP p.l.c. Common Stock,United Kingdom,,Energy,Integrated oil Companies
BPMC,Blueprint Medicines Corporation Common Stock,United States,2015,Health Care,Biotechnology: Pharmaceutical Preparations
BPOP,Popular Inc. Common Stock,United States,,Finance,Major Banks
BPOPM,Popular Inc. Popular Capital Trust II - 6.125% Cumulative Monthly Income Trust Preferred Securities,United States,,Finance,Major Banks
BPRN,Princeton Bancorp Inc. Common Stock (PA),United States,,Finance,Major Banks
BPT,BP Prudhoe Bay Royalty Trust Common Stock,United States,,Energy,Integrated oil Companies
BPTH,Bio-Path Holdings Inc. Common Stock,United States,,Health Care,Biotechnology: Pharmaceutical Preparations
BPTS,Biophytis SA American Depositary Share (0.01 Euro),France,2021,Health Care,Biotechnology: Pharmaceutical Preparations
BPYPM,Brookfield Property Partners L.P. 6.25% Class A Cumulative Redeemable Preferred Units Series 1,Bermuda,,Finance,Real Estate
BPYPN,Brookfield Property Partners L.P. 5.750% Class A Cumulative Redeemable Perpetual Preferred Units Series 3,Bermuda,,Finance,Real Estate
BPYPO,Brookfield Property Partners L.P. 6.375% Class A Cumulative Redeemable Perpetual Preferred Units Series 2,Bermuda,,Finance,Real Estate
BPYPP,Brookfield Property Partners L.P. 6.50% Class A Cumulative Redeemable Perpetual Preferred Units,Bermuda,,Finance,Real Estate
BQ,Boqii Holding Limited American Depositary Shares representing Class A Ordinary Shares,,2020,Consumer Discretionary,Other Specialty Stores
BR,Broadridge Financial Solutions Inc. Common Stock,United States,,Consumer Discretionary,Business Services
BRAC,Broad Capital Acquisition Corp Common Stock,United States,2022,Finance,Blank Checks
BRACR,Broad Capital Acquisition Corp Rights,United States,2022,Finance,Blank Checks
BRAG,Bragg Gaming Group Inc. Common Shares,Canada,,,
BRBR,BellRing Brands Inc. Common Stock ,United States,2022,Consumer Staples,Beverages (Production/Distribution)
BRBS,Blue Ridge Bankshares Inc. Common Stock,United States,,Finance,Commercial Banks
BRC,Brady Corporation Common Stock,United States,,Consumer Discretionary,Miscellaneous manufacturing industries
BRCC,BRC Inc. Class A Common Stock,United States,2022,Consumer Staples,Beverages (Production/Distribution)
BRDG,Bridge Investment Group Holdings Inc. Class A Common Stock,United States,2021,Finance,Investment Managers
BREA,Brera Holdings PLC Class B Ordinary Shares,Ireland,2023,Consumer Discretionary,Services-Misc. Amusement & Recreation
BREZ,Breeze Holdings Acquisition Corp. Common Stock,United States,2020,Finance,Blank Checks
BREZW,Breeze Holdings Acquisition Corp. Warrant,United States,2020,Finance,Blank Checks
BRFH,Barfresh Food Group Inc. Common Stock,United States,,Consumer Staples,Packaged Foods
BRFS,BRF S.A.,Brazil,,Consumer Staples,Meat/Poultry/Fish
BRID,Bridgford Foods Corporation Common Stock,United States,,Consumer Staples,Specialty Foods
BRK/A,Berkshire Hathaway Inc.,United States,,,
BRK/B,Berkshire Hathaway Inc.,United States,,,
BRKH,BurTech Acquisition Corp. Class A Common Stock,United States,2022,Finance,Blank Checks
BRKHW,BurTech Acquisition Corp. Warrants,United States,2022,Finance,Blank Checks
BRKL,Brookline Bancorp Inc. Common Stock,United States,,Finance,Savings Institutions
BRKR,Bruker Corporation Common Stock,United States,,Industrials,Biotechnology: Laboratory Analytical Instruments
BRLT,Brilliant Earth Group Inc. Class A Common Stock,United States,2021,Consumer Discretionary,Consumer Specialties
BRN,Barnwell Industries Inc. Common Stock,United States,1965,Energy,Oil & Gas Production
BRNS,Barinthus Biotherapeutics plc American Depositary Shares,United Kingdom,2021,Health Care,Biotechnology: Pharmaceutical Preparations
BRO,Brown & Brown Inc. Common Stock,United States,,Finance,Specialty Insurers
BROG,Brooge Energy Limited Ordinary Shares,United Kingdom,2018,Energy,Integrated oil Companies
BROGW,Brooge Holdings Limited Warrant expiring 12/20/2024,United Kingdom,2018,Energy,Integrated oil Companies
BROS,Dutch Bros Inc. Class A Common Stock,United States,2021,Consumer Discretionary,Restaurants
BRP,BRP Group Inc. (Insurance Company) Class A Common Stock,United States,2019,Finance,Specialty Insurers
BRSH,Bruush Oral Care Inc. Common Stock,Canada,2022,Health Care,Medical/Dental Instruments
BRSHW,Bruush Oral Care Inc. Warrant,Canada,2022,Health Care,Medical/Dental Instruments
BRSP,BrightSpire Capital Inc. Class A Common Stock,United States,2018,Real Estate,Real Estate Investment Trusts
BRT,BRT Apartments Corp. (MD) Common Stock,United States,,Real Estate,Real Estate Investment Trusts
BRTX,BioRestorative Therapies Inc. Common Stock (NV),United States,,Health Care,Managed Health Care
BRW,Saba Capital Income & Opportunities Fund SBI,United States,,Finance,Trusts Except Educational Religious and Charitable
BRX,Brixmor Property Group Inc. Common Stock,United States,2013,Real Estate,Real Estate Investment Trusts
BRY,Berry Corporation (bry) Common Stock,United States,2018,Energy,Oil & Gas Production
BRZE,Braze Inc. Class A Common Stock,United States,2021,Technology,Computer Software: Prepackaged Software
BSAC,Banco Santander - Chile ADS,Chile,,Finance,Commercial Banks
BSBK,Bogota Financial Corp. Common Stock,United States,2020,,
BSBR,Banco Santander Brasil SA American Depositary Shares each representing one unit,Brazil,2009,Finance,Commercial Banks
BSET,Bassett Furniture Industries Incorporated Common Stock,United States,,Consumer Discretionary,Home Furnishings
BSFC,Blue Star Foods Corp. Common Stock,United States,,,
BSGM,BioSig Technologies Inc. Common Stock,United States,,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
BSIG,BrightSphere Investment Group Inc. Common Stock,United Kingdom,2014,Finance,Investment Managers
BSL,Blackstone Senior Floating Rate 2027 Term Fund Common Shares of Beneficial Interest,United States,2010,Finance,Trusts Except Educational Religious and Charitable
BSM,Black Stone Minerals L.P. Common units representing limited partner interests,United States,2015,Energy,Oil & Gas Production
BSRR,Sierra Bancorp Common Stock,United States,,Finance,Major Banks
BST,BlackRock Science and Technology Trust Common Shares of Beneficial Interest,United States,2014,Finance,Finance Companies
BSTZ,BlackRock Science and Technology Term Trust Common Shares of Beneficial Interest,,2019,Finance,Trusts Except Educational Religious and Charitable
BSVN,Bank7 Corp. Common stock,United States,2018,Finance,Major Banks
BSX,Boston Scientific Corporation Common Stock,United States,,Health Care,Medical/Dental Instruments
BSY,Bentley Systems Incorporated Class B Common Stock,United States,2020,Technology,Retail: Computer Software & Peripheral Equipment
BTA,BlackRock Long-Term Municipal Advantage Trust Common Shares of Beneficial Interest,United States,2006,Finance,Trusts Except Educational Religious and Charitable
BTAI,BioXcel Therapeutics Inc. Common Stock,United States,2018,Health Care,Biotechnology: Pharmaceutical Preparations
BTBD,BT Brands Inc. Common Stock,United States,2021,Consumer Discretionary,Restaurants
BTBT,Bit Digital Inc. Ordinary Shares,United States,2018,Finance,Finance: Consumer Services
BTCM,BIT Mining Limited ADS,,2013,Technology,EDP Services
BTCS,BTCS Inc. Common Stock,United States,,Finance,Finance: Consumer Services
BTCT,BTC Digital Ltd. Ordinary Shares,China,,Real Estate,Other Consumer Services
BTCTW,BTC Digital Ltd. Warrant,China,,Real Estate,Other Consumer Services
BTCY,Biotricity Inc. Common Stock,United States,,Health Care,Medical/Dental Instruments
BTDR,Bitdeer Technologies Group Class A Ordinary Shares,Singapore,,Technology,EDP Services
BTE,Baytex Energy Corp Common Shares,Canada,2023,Consumer Staples,Meat/Poultry/Fish
BTG,B2Gold Corp Common shares (Canada),Canada,,,
BTI,British American Tobacco  Industries p.l.c. Common Stock ADR,United Kingdom,1998,Health Care, Medicinal Chemicals and Botanical Products 
BTM,Bitcoin Depot Inc. Class A Common Stock,United States,2022,Finance,Finance: Consumer Services
BTMD,Biote Corp. Class A Common Stock,United States,,Health Care, Medicinal Chemicals and Botanical Products 
BTMWW,Bitcoin Depot Inc. Warrant,United States,2022,Finance,Finance: Consumer Services
BTO,John Hancock Financial Opportunities Fund Common Stock,United States,1994,Finance,Investment Managers
BTOG,Bit Origin Limited Ordinary Shares,United States,2019,Finance,Finance: Consumer Services
BTT,BlackRock Municipal 2030 Target Term Trust,United States,2012,Finance,Investment Managers
BTTR,Better Choice Company Inc. Common Stock,,2021,Consumer Staples,Beverages (Production/Distribution)
BTTX,Better Therapeutics Inc. Common Stock,United States,2021,Health Care,Biotechnology: Pharmaceutical Preparations
BTU,Peabody Energy Corporation Common Stock ,United States,2017,Energy,Coal Mining
BTZ,BlackRock Credit Allocation Income Trust,United States,2006,Finance,Finance Companies
BUD,Anheuser-Busch Inbev SA Sponsored ADR (Belgium),Belgium,,Consumer Staples,Beverages (Production/Distribution)
BUI,BlackRock Utility Infrastructure & Power Opportunities Trust,United States,2011,Finance,Trusts Except Educational Religious and Charitable
BUJA,Bukit Jalil Global Acquisition 1 Ltd. Ordinary Shares,Malaysia,2023,Finance,Blank Checks
BUJAW,Bukit Jalil Global Acquisition 1 Ltd. Warrants,Malaysia,2023,Finance,Blank Checks
BUR,Burford Capital Limited Ordinary Shares,,2020,Finance,Finance: Consumer Services
BURL,Burlington Stores Inc. Common Stock,United States,2013,Consumer Discretionary,Department/Specialty Retail Stores
BURU,Nuburu Inc. Common Stock,United States,2020,Technology,Industrial Machinery/Components
BUSE,First Busey Corporation Class A Common Stock,United States,,Finance,Major Banks
BV,BrightView Holdings Inc. Common Stock,United States,2018,Consumer Discretionary,Business Services
BVFL,BV Financial Inc. Common Stock,United States,2023,Finance,Savings Institutions
